employee_id,full_name,name,city,skillset,years_exp,expected_salary,linkedin_url
E1396,Yash Banerjee,Employee_1396,Pune,"Python, React, C++, Kubernetes",0,5.31,https://www.linkedin.com/in/yash-banerjee
E1397,Arjun Shetty,Employee_1397,Hyderabad,"Python, C++",4,8.68,https://www.linkedin.com/in/arjun-shetty
E1398,Ayaan Kapoor,Employee_1398,Hyderabad,"Power BI, Tableau, SQL, AWS, Machine Learning",11,22.09,https://www.linkedin.com/in/ayaan-kapoor
E1399,Zoya Shetty,Employee_1399,Hyderabad,"React, Docker",0,3.44,https://www.linkedin.com/in/zoya-shetty
E1400,Tara Mehta,Employee_1400,Pune,"Tableau, React, Data Analysis, Deep Learning, Python",2,8.14,https://www.linkedin.com/in/tara-mehta
E1401,Om Bose,Employee_1401,Pune,"JavaScript, Docker, Python, Deep Learning, SQL, Power BI",1,3.95,https://www.linkedin.com/in/om-bose
E1402,Saanvi Kapoor,Employee_1402,Mumbai,"C++, Docker",0,5.48,https://www.linkedin.com/in/saanvi-kapoor
E1403,Anaya Joshi,Employee_1403,Pune,"SQL, Deep Learning",4,8.58,https://www.linkedin.com/in/anaya-joshi
E1404,Priya Naik,Employee_1404,Delhi,"Docker, Node.js, C++",10,17.64,https://www.linkedin.com/in/priya-naik
E1405,Saanvi Bose,Employee_1405,Bangalore,"Docker, Machine Learning, C++",11,19.54,https://www.linkedin.com/in/saanvi-bose
E1406,Priya Iyer,Employee_1406,Delhi,"Machine Learning, Java, Docker, Deep Learning, Data Analysis, Node.js",0,5.28,https://www.linkedin.com/in/priya-iyer
E1407,Vihaan Chauhan,Employee_1407,Bangalore,"Data Analysis, Machine Learning",0,3.75,https://www.linkedin.com/in/vihaan-chauhan
E1408,Dhruv Verma,Employee_1408,Hyderabad,"React, Machine Learning, AWS, Deep Learning, Tableau, Node.js",5,11.39,https://www.linkedin.com/in/dhruv-verma
E1409,Vihaan Sharma,Employee_1409,Bangalore,"Java, Data Analysis",0,3.0,https://www.linkedin.com/in/vihaan-sharma
E1410,Neha Khan,Employee_1410,Bangalore,"Docker, Node.js, Power BI",6,13.3,https://www.linkedin.com/in/neha-khan
E1411,Tara Singh,Employee_1411,Bangalore,"Machine Learning, Java, Docker, Kubernetes",6,14.44,https://www.linkedin.com/in/tara-singh
E1412,Meera Kapoor,Employee_1412,Pune,"Power BI, React, Tableau, Docker, Data Analysis",6,10.62,https://www.linkedin.com/in/meera-kapoor
E1413,Zoya Reddy,Employee_1413,Pune,"Node.js, Data Analysis, Machine Learning, Power BI",7,16.62,https://www.linkedin.com/in/zoya-reddy
E1414,Aditi Desai,Employee_1414,Bangalore,"Kubernetes, C++, Power BI, Docker",0,3.0,https://www.linkedin.com/in/aditi-desai
E1415,Reyansh Mehta,Employee_1415,Pune,"Node.js, Data Analysis, Docker",7,19.06,https://www.linkedin.com/in/reyansh-mehta
E1416,Om Banerjee,Employee_1416,Hyderabad,"React, AWS, Tableau, Node.js",0,5.25,https://www.linkedin.com/in/om-banerjee
E1417,Harsh Sharma,Employee_1417,Delhi,"Deep Learning, Python",6,15.76,https://www.linkedin.com/in/harsh-sharma
E1418,Reyansh Khan,Employee_1418,Bangalore,"Kubernetes, Python, Docker, Java",0,5.4,https://www.linkedin.com/in/reyansh-khan
E1419,Ishaan Desai,Employee_1419,Bangalore,"Python, JavaScript, C++, Data Analysis",7,15.99,https://www.linkedin.com/in/ishaan-desai
E1420,Ishaan Mukherjee,Employee_1420,Bangalore,"Python, Data Analysis, Deep Learning, JavaScript",6,12.85,https://www.linkedin.com/in/ishaan-mukherjee
E1421,Zoya Sharma,Employee_1421,Bangalore,"Docker, Power BI, Kubernetes, Data Analysis, Java, SQL",0,5.66,https://www.linkedin.com/in/zoya-sharma
E1422,Ananya Kapoor,Employee_1422,Mumbai,"AWS, React",0,4.0,https://www.linkedin.com/in/ananya-kapoor
E1423,Anaya Shetty,Employee_1423,Bangalore,"Java, JavaScript, React",0,3.0,https://www.linkedin.com/in/anaya-shetty
E1424,Nisha Banerjee,Employee_1424,Bangalore,"C++, Power BI, JavaScript, Data Analysis, SQL, Kubernetes",7,16.74,https://www.linkedin.com/in/nisha-banerjee
E1425,Rohan Mukherjee,Employee_1425,Bangalore,"Kubernetes, C++, Deep Learning, SQL, React",4,12.03,https://www.linkedin.com/in/rohan-mukherjee
E1426,Vihaan Mehta,Employee_1426,Bangalore,"Java, AWS, Deep Learning, Data Analysis, Kubernetes",1,5.74,https://www.linkedin.com/in/vihaan-mehta
E1427,Ayaan Singh,Employee_1427,Bangalore,"Kubernetes, Machine Learning",11,21.12,https://www.linkedin.com/in/ayaan-singh
E1428,Neha Naik,Employee_1428,Chennai,"Python, Deep Learning, Data Analysis, Kubernetes",7,16.15,https://www.linkedin.com/in/neha-naik
E1429,Dhruv Verma,Employee_1429,Bangalore,"SQL, Data Analysis, Python, React, Deep Learning",4,12.53,https://www.linkedin.com/in/dhruv-verma
E1430,Vihaan Gowda,Employee_1430,Bangalore,"Node.js, Tableau, SQL, C++, Machine Learning",0,3.0,https://www.linkedin.com/in/vihaan-gowda
E1431,Tara Sharma,Employee_1431,Bangalore,"Power BI, Python, Machine Learning, Data Analysis, Node.js, Tableau",0,5.18,https://www.linkedin.com/in/tara-sharma
E1432,Saanvi Desai,Employee_1432,Bangalore,"Docker, Python, React, Power BI",0,3.0,https://www.linkedin.com/in/saanvi-desai
E1433,Aarav Sharma,Employee_1433,Bangalore,"Java, React, Docker, Deep Learning, C++, Power BI",0,5.29,https://www.linkedin.com/in/aarav-sharma
E1434,Aarav Kapoor,Employee_1434,Pune,"Machine Learning, Deep Learning",7,16.12,https://www.linkedin.com/in/aarav-kapoor
E1435,Yash Bose,Employee_1435,Hyderabad,"AWS, Data Analysis, Kubernetes, Tableau, Docker",7,12.05,https://www.linkedin.com/in/yash-bose
E1436,Priya Singh,Employee_1436,Chennai,"C++, Node.js",11,23.54,https://www.linkedin.com/in/priya-singh
E1437,Priya Naik,Employee_1437,Chennai,"Data Analysis, Node.js, Java, Power BI",0,4.7,https://www.linkedin.com/in/priya-naik
E1438,Dhruv Verma,Employee_1438,Delhi,"SQL, AWS, Kubernetes, Deep Learning",12,23.97,https://www.linkedin.com/in/dhruv-verma
E1439,Riya Sharma,Employee_1439,Bangalore,"Docker, Node.js",0,5.64,https://www.linkedin.com/in/riya-sharma
E1440,Priya Banerjee,Employee_1440,Bangalore,"SQL, Node.js, Docker, Tableau",7,14.56,https://www.linkedin.com/in/priya-banerjee
E1441,Saanvi Verma,Employee_1441,Bangalore,"Data Analysis, Java, AWS",9,23.3,https://www.linkedin.com/in/saanvi-verma
E1442,Nisha Shetty,Employee_1442,Bangalore,"C++, AWS, Node.js, Machine Learning, Kubernetes, Power BI",10,20.91,https://www.linkedin.com/in/nisha-shetty
E1443,Tara Mukherjee,Employee_1443,Pune,"Kubernetes, Deep Learning, Docker, C++, Tableau, SQL",1,6.46,https://www.linkedin.com/in/tara-mukherjee
E1444,Ayaan Desai,Employee_1444,Bangalore,"Data Analysis, Node.js, React, Machine Learning",1,3.89,https://www.linkedin.com/in/ayaan-desai
E1445,Ayaan Sharma,Employee_1445,Bangalore,"SQL, Power BI, Machine Learning, Node.js, Deep Learning, React",7,14.51,https://www.linkedin.com/in/ayaan-sharma
E1446,Vihaan Mukherjee,Employee_1446,Bangalore,"C++, React, Tableau, Kubernetes",7,15.05,https://www.linkedin.com/in/vihaan-mukherjee
E1447,Arjun Reddy,Employee_1447,Delhi,"Data Analysis, JavaScript",0,3.08,https://www.linkedin.com/in/arjun-reddy
E1448,Aarav Yadav,Employee_1448,Pune,"React, Kubernetes, Data Analysis",12,19.49,https://www.linkedin.com/in/aarav-yadav
E1449,Vihaan Mukherjee,Employee_1449,Delhi,"Kubernetes, Java, AWS, Python, C++",12,27.2,https://www.linkedin.com/in/vihaan-mukherjee
E1450,Aarohi Gowda,Employee_1450,Bangalore,"Machine Learning, React, Java",0,5.86,https://www.linkedin.com/in/aarohi-gowda
E1451,Krisha Joshi,Employee_1451,Delhi,"SQL, Deep Learning",1,4.37,https://www.linkedin.com/in/krisha-joshi
E1452,Vihaan Shetty,Employee_1452,Chennai,"C++, Kubernetes",3,7.18,https://www.linkedin.com/in/vihaan-shetty
E1453,Harsh Patel,Employee_1453,Chennai,"Tableau, Power BI, JavaScript",7,13.4,https://www.linkedin.com/in/harsh-patel
E1454,Dhruv Joshi,Employee_1454,Bangalore,"React, Deep Learning",10,16.53,https://www.linkedin.com/in/dhruv-joshi
E1455,Nisha Yadav,Employee_1455,Hyderabad,"JavaScript, AWS",0,5.72,https://www.linkedin.com/in/nisha-yadav
E1456,Sarthak Chauhan,Employee_1456,Pune,"Python, React, C++, Deep Learning, Docker",10,20.4,https://www.linkedin.com/in/sarthak-chauhan
E1457,Ananya Gupta,Employee_1457,Bangalore,"C++, Docker, Tableau",0,4.55,https://www.linkedin.com/in/ananya-gupta
E1458,Nisha Naik,Employee_1458,Hyderabad,"Docker, AWS, Kubernetes, Deep Learning",2,9.24,https://www.linkedin.com/in/nisha-naik
E1459,Nisha Kapoor,Employee_1459,Hyderabad,"Deep Learning, Power BI, Machine Learning",10,20.64,https://www.linkedin.com/in/nisha-kapoor
E1460,Aarav Mukherjee,Employee_1460,Pune,"Node.js, Kubernetes",11,21.23,https://www.linkedin.com/in/aarav-mukherjee
E1461,Kabir Mehta,Employee_1461,Bangalore,"Python, JavaScript, Java, Power BI, Tableau, C++",3,6.32,https://www.linkedin.com/in/kabir-mehta
E1462,Aarohi Gowda,Employee_1462,Pune,"JavaScript, Python, AWS, Machine Learning, Tableau, SQL",10,16.74,https://www.linkedin.com/in/aarohi-gowda
E1463,Arjun Banerjee,Employee_1463,Chennai,"Machine Learning, JavaScript, Power BI, Data Analysis, React",2,5.86,https://www.linkedin.com/in/arjun-banerjee
E1464,Harsh Banerjee,Employee_1464,Delhi,"Python, JavaScript",10,22.54,https://www.linkedin.com/in/harsh-banerjee
E1465,Nisha Singh,Employee_1465,Hyderabad,"C++, Node.js, Docker, Deep Learning, SQL",0,3.0,https://www.linkedin.com/in/nisha-singh
E1466,Aarohi Reddy,Employee_1466,Hyderabad,"AWS, Tableau, Kubernetes, Docker",4,8.49,https://www.linkedin.com/in/aarohi-reddy
E1467,Sarthak Mukherjee,Employee_1467,Bangalore,"Java, C++",8,17.36,https://www.linkedin.com/in/sarthak-mukherjee
E1468,Vihaan Yadav,Employee_1468,Bangalore,"AWS, Docker, Deep Learning, Python, Data Analysis, C++",10,19.55,https://www.linkedin.com/in/vihaan-yadav
E1469,Aditi Khan,Employee_1469,Bangalore,"JavaScript, React, AWS, Node.js, Java, Python",7,16.71,https://www.linkedin.com/in/aditi-khan
E1470,Saanvi Chauhan,Employee_1470,Hyderabad,"Machine Learning, React, Tableau, Power BI",10,21.15,https://www.linkedin.com/in/saanvi-chauhan
E1471,Tara Kapoor,Employee_1471,Chennai,"C++, Docker, JavaScript, Python",0,3.43,https://www.linkedin.com/in/tara-kapoor
E1472,Reyansh Mehta,Employee_1472,Mumbai,"Power BI, Node.js, Python, Docker",4,10.62,https://www.linkedin.com/in/reyansh-mehta
E1473,Pooja Sharma,Employee_1473,Hyderabad,"C++, Java, React, Node.js",9,18.92,https://www.linkedin.com/in/pooja-sharma
E1474,Aarav Mukherjee,Employee_1474,Bangalore,"SQL, Deep Learning, Node.js",4,9.27,https://www.linkedin.com/in/aarav-mukherjee
E1475,Riya Reddy,Employee_1475,Hyderabad,"Machine Learning, Kubernetes, Power BI, Data Analysis, C++, Node.js",11,21.96,https://www.linkedin.com/in/riya-reddy
E1476,Neha Reddy,Employee_1476,Bangalore,"Kubernetes, Java, Node.js",7,13.96,https://www.linkedin.com/in/neha-reddy
E1477,Kabir Yadav,Employee_1477,Delhi,"Power BI, Kubernetes, React, AWS",0,3.79,https://www.linkedin.com/in/kabir-yadav
E1478,Riya Joshi,Employee_1478,Mumbai,"Java, C++, Machine Learning, Power BI, Kubernetes, Docker",0,3.63,https://www.linkedin.com/in/riya-joshi
E1479,Ayaan Desai,Employee_1479,Bangalore,"Tableau, Java, JavaScript",8,16.35,https://www.linkedin.com/in/ayaan-desai
E1480,Om Desai,Employee_1480,Hyderabad,"Power BI, Java, Node.js, Tableau, Machine Learning, Kubernetes",12,23.94,https://www.linkedin.com/in/om-desai
E1481,Priya Banerjee,Employee_1481,Pune,"React, SQL, Docker",0,3.0,https://www.linkedin.com/in/priya-banerjee
E1482,Kabir Chauhan,Employee_1482,Pune,"Deep Learning, SQL, Java, React, Data Analysis, Python",0,5.11,https://www.linkedin.com/in/kabir-chauhan
E1483,Tara Iyer,Employee_1483,Bangalore,"Power BI, Node.js, Tableau, JavaScript",6,13.8,https://www.linkedin.com/in/tara-iyer
E1484,Saanvi Patel,Employee_1484,Pune,"Deep Learning, Tableau, Machine Learning, Power BI, JavaScript",0,3.56,https://www.linkedin.com/in/saanvi-patel
E1485,Neha Iyer,Employee_1485,Bangalore,"Data Analysis, C++, SQL",7,12.54,https://www.linkedin.com/in/neha-iyer
E1486,Riya Verma,Employee_1486,Mumbai,"Java, Python, Data Analysis",3,6.24,https://www.linkedin.com/in/riya-verma
E1487,Om Khan,Employee_1487,Bangalore,"Kubernetes, JavaScript, Power BI, Data Analysis, Deep Learning, C++",12,21.03,https://www.linkedin.com/in/om-khan
E1488,Ishaan Gowda,Employee_1488,Bangalore,"C++, Power BI, Machine Learning, Python, React, SQL",7,15.61,https://www.linkedin.com/in/ishaan-gowda
E1489,Pooja Naik,Employee_1489,Pune,"Java, Docker, Kubernetes, AWS, Machine Learning",9,17.42,https://www.linkedin.com/in/pooja-naik
E1490,Kunal Verma,Employee_1490,Delhi,"Java, Tableau, Node.js, AWS",1,6.57,https://www.linkedin.com/in/kunal-verma
E1491,Anaya Naik,Employee_1491,Delhi,"Java, Power BI, C++, Data Analysis, Python",3,9.5,https://www.linkedin.com/in/anaya-naik
E1492,Yash Banerjee,Employee_1492,Bangalore,"Data Analysis, Python, JavaScript, Node.js, C++",4,13.3,https://www.linkedin.com/in/yash-banerjee
E1493,Aditi Patel,Employee_1493,Bangalore,"Data Analysis, C++, SQL",11,25.63,https://www.linkedin.com/in/aditi-patel
E1494,Sarthak Shetty,Employee_1494,Chennai,"Power BI, AWS, Kubernetes",9,20.08,https://www.linkedin.com/in/sarthak-shetty
E1495,Aarav Khan,Employee_1495,Hyderabad,"Deep Learning, React, AWS, C++, Node.js",0,4.15,https://www.linkedin.com/in/aarav-khan
E1496,Krisha Bose,Employee_1496,Bangalore,"Data Analysis, Python, Kubernetes, Deep Learning, Node.js",7,14.34,https://www.linkedin.com/in/krisha-bose
E1497,Dev Banerjee,Employee_1497,Mumbai,"Node.js, Kubernetes, Deep Learning, Tableau",0,4.27,https://www.linkedin.com/in/dev-banerjee
E1498,Krisha Desai,Employee_1498,Hyderabad,"Docker, Power BI, Machine Learning, Deep Learning, Python, Tableau",7,15.06,https://www.linkedin.com/in/krisha-desai
E1499,Anaya Singh,Employee_1499,Pune,"AWS, Power BI",4,8.69,https://www.linkedin.com/in/anaya-singh
E1500,Rohan Iyer,Employee_1500,Bangalore,"Power BI, C++",5,13.0,https://www.linkedin.com/in/rohan-iyer
E1501,Riya Bose,Employee_1501,Pune,"Docker, Node.js, Deep Learning, Python, Power BI, Tableau",7,14.85,https://www.linkedin.com/in/riya-bose
E1502,Tara Gowda,Employee_1502,Bangalore,"Data Analysis, Machine Learning, Python, C++, JavaScript, AWS",0,4.07,https://www.linkedin.com/in/tara-gowda
E1503,Ira Patel,Employee_1503,Delhi,"Power BI, JavaScript, Data Analysis, Tableau, AWS",7,15.03,https://www.linkedin.com/in/ira-patel
E1504,Pooja Verma,Employee_1504,Delhi,"Node.js, JavaScript, Kubernetes",12,23.04,https://www.linkedin.com/in/pooja-verma
E1505,Ira Singh,Employee_1505,Bangalore,"Deep Learning, Docker",0,4.18,https://www.linkedin.com/in/ira-singh
E1506,Om Mukherjee,Employee_1506,Bangalore,"AWS, Tableau, Machine Learning",3,11.07,https://www.linkedin.com/in/om-mukherjee
E1507,Nisha Verma,Employee_1507,Bangalore,"SQL, Deep Learning, Docker, Power BI, Java",0,5.5,https://www.linkedin.com/in/nisha-verma
E1508,Aarohi Reddy,Employee_1508,Bangalore,"Power BI, Deep Learning, Docker, Java, Node.js, Machine Learning",8,14.74,https://www.linkedin.com/in/aarohi-reddy
E1509,Yash Mukherjee,Employee_1509,Bangalore,"AWS, Python, Java, Power BI",9,17.04,https://www.linkedin.com/in/yash-mukherjee
E1510,Ishaan Singh,Employee_1510,Mumbai,"Power BI, Deep Learning, C++, AWS, SQL, JavaScript",8,17.7,https://www.linkedin.com/in/ishaan-singh
E1511,Meera Khan,Employee_1511,Bangalore,"Deep Learning, Machine Learning, Power BI, Java",6,11.52,https://www.linkedin.com/in/meera-khan
E1512,Pooja Reddy,Employee_1512,Hyderabad,"SQL, Power BI",8,16.88,https://www.linkedin.com/in/pooja-reddy
E1513,Aditi Gupta,Employee_1513,Chennai,"Machine Learning, React, SQL, Docker, Node.js",10,23.54,https://www.linkedin.com/in/aditi-gupta
E1514,Dev Verma,Employee_1514,Hyderabad,"Kubernetes, Java, Node.js, Docker, Data Analysis, Python",5,12.97,https://www.linkedin.com/in/dev-verma
E1515,Ananya Desai,Employee_1515,Delhi,"Power BI, React, Kubernetes",4,11.76,https://www.linkedin.com/in/ananya-desai
E1516,Vihaan Mehta,Employee_1516,Hyderabad,"Java, Tableau, Power BI",3,8.37,https://www.linkedin.com/in/vihaan-mehta
E1517,Ayaan Gowda,Employee_1517,Bangalore,"Data Analysis, Deep Learning, Python",0,3.95,https://www.linkedin.com/in/ayaan-gowda
E1518,Om Bose,Employee_1518,Bangalore,"JavaScript, Power BI, Deep Learning, AWS, Tableau",0,5.8,https://www.linkedin.com/in/om-bose
E1519,Meera Banerjee,Employee_1519,Bangalore,"SQL, Java, C++",0,3.23,https://www.linkedin.com/in/meera-banerjee
E1520,Aarohi Shetty,Employee_1520,Bangalore,"Kubernetes, Data Analysis",2,7.48,https://www.linkedin.com/in/aarohi-shetty
E1521,Aditi Joshi,Employee_1521,Bangalore,"Python, AWS, Tableau, Data Analysis",4,11.4,https://www.linkedin.com/in/aditi-joshi
E1522,Anaya Gowda,Employee_1522,Bangalore,"Data Analysis, Python, Kubernetes, AWS, C++, Machine Learning",0,5.04,https://www.linkedin.com/in/anaya-gowda
E1523,Kunal Reddy,Employee_1523,Delhi,"Machine Learning, AWS, Tableau, Node.js, Data Analysis, SQL",8,13.41,https://www.linkedin.com/in/kunal-reddy
E1524,Reyansh Verma,Employee_1524,Pune,"Kubernetes, Python, C++, Docker, JavaScript, Power BI",2,6.12,https://www.linkedin.com/in/reyansh-verma
E1525,Dev Reddy,Employee_1525,Mumbai,"Tableau, Power BI, C++, Python, Java, Machine Learning",0,3.0,https://www.linkedin.com/in/dev-reddy
E1526,Priya Singh,Employee_1526,Mumbai,"Machine Learning, React",2,6.83,https://www.linkedin.com/in/priya-singh
E1527,Neha Shetty,Employee_1527,Bangalore,"Java, Tableau",0,3.97,https://www.linkedin.com/in/neha-shetty
E1528,Om Mehta,Employee_1528,Bangalore,"Machine Learning, Kubernetes",0,5.91,https://www.linkedin.com/in/om-mehta
E1529,Dev Chauhan,Employee_1529,Pune,"JavaScript, React, SQL, Python, Data Analysis, Node.js",11,21.07,https://www.linkedin.com/in/dev-chauhan
E1530,Harsh Verma,Employee_1530,Pune,"Java, Machine Learning, JavaScript",7,17.0,https://www.linkedin.com/in/harsh-verma
E1531,Reyansh Verma,Employee_1531,Chennai,"Machine Learning, Deep Learning, Tableau, Kubernetes, Data Analysis, Docker",0,3.0,https://www.linkedin.com/in/reyansh-verma
E1532,Aditi Sharma,Employee_1532,Bangalore,"AWS, Deep Learning, Kubernetes",9,20.5,https://www.linkedin.com/in/aditi-sharma
E1533,Zoya Mukherjee,Employee_1533,Delhi,"Power BI, Python, SQL, JavaScript",0,3.5,https://www.linkedin.com/in/zoya-mukherjee
E1534,Arjun Yadav,Employee_1534,Bangalore,"React, Node.js, SQL, Tableau",5,8.38,https://www.linkedin.com/in/arjun-yadav
E1535,Yash Gowda,Employee_1535,Delhi,"SQL, JavaScript, AWS, Java, Power BI, Tableau",3,10.39,https://www.linkedin.com/in/yash-gowda
E1536,Priya Joshi,Employee_1536,Mumbai,"Docker, Node.js, Power BI, C++",4,8.39,https://www.linkedin.com/in/priya-joshi
E1537,Vihaan Singh,Employee_1537,Hyderabad,"Kubernetes, Python, SQL",9,16.06,https://www.linkedin.com/in/vihaan-singh
E1538,Aarohi Gupta,Employee_1538,Hyderabad,"Deep Learning, Machine Learning, Docker, SQL, AWS, Kubernetes",7,18.02,https://www.linkedin.com/in/aarohi-gupta
E1539,Aarohi Iyer,Employee_1539,Bangalore,"Node.js, Kubernetes, React, JavaScript",0,3.0,https://www.linkedin.com/in/aarohi-iyer
E1540,Neha Singh,Employee_1540,Delhi,"Kubernetes, Power BI, React, Java, Tableau, Machine Learning",8,16.77,https://www.linkedin.com/in/neha-singh
E1541,Rohan Singh,Employee_1541,Bangalore,"Docker, Deep Learning, Machine Learning, AWS, Tableau",0,3.0,https://www.linkedin.com/in/rohan-singh
E1542,Pooja Joshi,Employee_1542,Chennai,"Power BI, Kubernetes, C++",1,5.22,https://www.linkedin.com/in/pooja-joshi
E1543,Priya Shetty,Employee_1543,Pune,"C++, Python, SQL, Tableau",0,3.0,https://www.linkedin.com/in/priya-shetty
E1544,Tara Desai,Employee_1544,Hyderabad,"Machine Learning, Data Analysis, SQL, Deep Learning, C++",0,4.05,https://www.linkedin.com/in/tara-desai
E1545,Zoya Kapoor,Employee_1545,Bangalore,"Node.js, Power BI, Python, React, Deep Learning, Docker",5,9.47,https://www.linkedin.com/in/zoya-kapoor
E1546,Meera Iyer,Employee_1546,Chennai,"Python, Machine Learning, C++",6,10.67,https://www.linkedin.com/in/meera-iyer
E1547,Ira Joshi,Employee_1547,Bangalore,"JavaScript, Data Analysis, SQL, Power BI",0,5.15,https://www.linkedin.com/in/ira-joshi
E1548,Harsh Banerjee,Employee_1548,Pune,"Docker, Power BI, React, Python",0,4.79,https://www.linkedin.com/in/harsh-banerjee
E1549,Sarthak Gupta,Employee_1549,Bangalore,"Machine Learning, React",9,22.32,https://www.linkedin.com/in/sarthak-gupta
E1550,Ananya Yadav,Employee_1550,Bangalore,"Node.js, Deep Learning, Kubernetes, Data Analysis",0,3.0,https://www.linkedin.com/in/ananya-yadav
E1551,Yash Reddy,Employee_1551,Pune,"Tableau, Java",8,17.86,https://www.linkedin.com/in/yash-reddy
E1552,Krisha Reddy,Employee_1552,Bangalore,"React, Tableau, Power BI",0,3.03,https://www.linkedin.com/in/krisha-reddy
E1553,Aarav Gupta,Employee_1553,Bangalore,"Power BI, AWS, Data Analysis, Python, Machine Learning",3,7.71,https://www.linkedin.com/in/aarav-gupta
E1554,Aarohi Shetty,Employee_1554,Delhi,"AWS, Java, Machine Learning",3,9.53,https://www.linkedin.com/in/aarohi-shetty
E1555,Anaya Banerjee,Employee_1555,Bangalore,"Power BI, Tableau, Docker, React, AWS",0,3.49,https://www.linkedin.com/in/anaya-banerjee
E1556,Zoya Reddy,Employee_1556,Bangalore,"Power BI, Deep Learning, Python, Docker, JavaScript",9,18.65,https://www.linkedin.com/in/zoya-reddy
E1557,Kunal Iyer,Employee_1557,Chennai,"Deep Learning, Machine Learning, React, Docker, Power BI, Python",0,3.0,https://www.linkedin.com/in/kunal-iyer
E1558,Harsh Desai,Employee_1558,Mumbai,"Kubernetes, Machine Learning, React",9,17.92,https://www.linkedin.com/in/harsh-desai
E1559,Reyansh Patel,Employee_1559,Delhi,"SQL, Java, JavaScript, Python",5,10.21,https://www.linkedin.com/in/reyansh-patel
E1560,Yash Shetty,Employee_1560,Mumbai,"Node.js, Machine Learning, Docker, Java",7,17.51,https://www.linkedin.com/in/yash-shetty
E1561,Aditi Iyer,Employee_1561,Pune,"Kubernetes, Node.js, Java, Power BI, SQL, JavaScript",11,18.21,https://www.linkedin.com/in/aditi-iyer
E1562,Tara Banerjee,Employee_1562,Delhi,"Deep Learning, Python, JavaScript, Node.js",9,17.84,https://www.linkedin.com/in/tara-banerjee
E1563,Ananya Sharma,Employee_1563,Bangalore,"AWS, C++",8,14.01,https://www.linkedin.com/in/ananya-sharma
E1564,Arjun Chauhan,Employee_1564,Hyderabad,"AWS, Tableau, JavaScript, C++",2,6.03,https://www.linkedin.com/in/arjun-chauhan
E1565,Om Gupta,Employee_1565,Bangalore,"JavaScript, Java, SQL, React, Python, C++",6,15.73,https://www.linkedin.com/in/om-gupta
E1566,Aditi Banerjee,Employee_1566,Chennai,"AWS, Docker",0,3.0,https://www.linkedin.com/in/aditi-banerjee
E1567,Tara Mehta,Employee_1567,Bangalore,"Data Analysis, AWS",10,21.93,https://www.linkedin.com/in/tara-mehta
E1568,Vihaan Shetty,Employee_1568,Mumbai,"Java, C++, React, AWS, Docker, JavaScript",1,5.11,https://www.linkedin.com/in/vihaan-shetty
E1569,Dev Singh,Employee_1569,Pune,"Java, Data Analysis, SQL, Docker",0,4.36,https://www.linkedin.com/in/dev-singh
E1570,Arjun Kapoor,Employee_1570,Bangalore,"C++, Deep Learning, Python",1,6.87,https://www.linkedin.com/in/arjun-kapoor
E1571,Harsh Mehta,Employee_1571,Pune,"Node.js, Deep Learning, Docker, SQL, Python",10,21.55,https://www.linkedin.com/in/harsh-mehta
E1572,Vihaan Mehta,Employee_1572,Hyderabad,"Power BI, Python, Machine Learning, Kubernetes",0,5.47,https://www.linkedin.com/in/vihaan-mehta
E1573,Harsh Yadav,Employee_1573,Bangalore,"React, AWS",12,21.31,https://www.linkedin.com/in/harsh-yadav
E1574,Aarav Sharma,Employee_1574,Mumbai,"SQL, Docker",12,22.94,https://www.linkedin.com/in/aarav-sharma
E1575,Aarohi Khan,Employee_1575,Bangalore,"Python, Kubernetes, Data Analysis, JavaScript",2,7.43,https://www.linkedin.com/in/aarohi-khan
E1576,Dev Iyer,Employee_1576,Delhi,"React, C++, Tableau",9,17.93,https://www.linkedin.com/in/dev-iyer
E1577,Om Banerjee,Employee_1577,Bangalore,"JavaScript, Docker, React, AWS",3,8.17,https://www.linkedin.com/in/om-banerjee
E1578,Ira Desai,Employee_1578,Hyderabad,"JavaScript, Java",5,12.68,https://www.linkedin.com/in/ira-desai
E1579,Dev Yadav,Employee_1579,Mumbai,"JavaScript, SQL, Python",7,13.02,https://www.linkedin.com/in/dev-yadav
E1580,Dev Iyer,Employee_1580,Bangalore,"Docker, Power BI, SQL, C++, Tableau, React",8,17.88,https://www.linkedin.com/in/dev-iyer
E1581,Kunal Mukherjee,Employee_1581,Bangalore,"React, JavaScript, Java, Deep Learning, Tableau, Kubernetes",6,13.83,https://www.linkedin.com/in/kunal-mukherjee
E1582,Reyansh Reddy,Employee_1582,Hyderabad,"Java, SQL, JavaScript",0,5.8,https://www.linkedin.com/in/reyansh-reddy
E1583,Arjun Verma,Employee_1583,Pune,"Power BI, React, Docker, AWS, Python, Java",4,7.12,https://www.linkedin.com/in/arjun-verma
E1584,Arjun Gowda,Employee_1584,Pune,"AWS, Machine Learning",5,11.01,https://www.linkedin.com/in/arjun-gowda
E1585,Arjun Verma,Employee_1585,Bangalore,"SQL, Node.js",0,3.84,https://www.linkedin.com/in/arjun-verma
E1586,Ayaan Sharma,Employee_1586,Delhi,"SQL, Node.js",0,4.6,https://www.linkedin.com/in/ayaan-sharma
E1587,Kunal Shetty,Employee_1587,Chennai,"Java, Deep Learning, Kubernetes, Data Analysis, Machine Learning",3,6.87,https://www.linkedin.com/in/kunal-shetty
